year,country,share_steel_in_c24,share_nonferrous_in_c24,share_al_in_nonferrous,share_al_in_c24,share_other_nf_in_c24,check_sum
2014,NLD,0.719781366292369,0.280218633707631,0.482032694835718,0.135074543149272,0.145144090558359,1
2014,NOR,0.191674043994391,0.808325956005609,0.482032694835718,0.389639538879041,0.418686417126568,1
2014,NZL,0.201539829900583,0.798460170099417,0.482032694835718,0.384883907512007,0.41357626258741,1
2014,PAK,0.55376393237289,0.44623606762711,0.482032694835718,0.21510037421119,0.231135693415921,1
2014,PER,0.28629185714837,0.71370814285163,0.482032694835718,0.344030659424966,0.369677483426664,1
2014,PHL,0.57258028886864,0.42741971113136,0.482032694835718,0.206030275182553,0.221389435948806,1
2014,POL,0.742923269791898,0.257076730208102,0.482032694835718,0.123919389041766,0.133157341166336,1
2014,PRT,0.795984108908486,0.204015891091514,0.482032694835718,0.0983423297721527,0.105673561319361,1
2014,ROU,0.820022923251969,0.179977076748031,0.482032694835718,0.0867548353135082,0.093222241434523,1
2014,ROW,0.50717070097714,0.49282929902286,0.482032694835718,0.237559835101987,0.255269463920873,1
2014,RUS,0.538799702072887,0.461200297927113,0.482032694835718,0.222313622468842,0.238886675458271,1
2014,SAU,0.602034537319716,0.397965462680284,0.482032694835718,0.191832364427321,0.206133098252964,1
2014,SEN,0.832234352699589,0.167765647300411,0.482032694835718,0.0808685270690758,0.0868971202313355,1
2014,SGP,0.615669860320089,0.384330139679911,0.482032694835718,0.185259692936495,0.199070446743416,1
2014,STP,0.625,0.375,0.482032694835718,0.180762260563394,0.194237739436606,1
2014,SVK,0.801186192252446,0.198813807747554,0.482032694835718,0.0958347555191036,0.10297905222845,1
2014,SVN,0.56628656093669,0.43371343906331,0.482032694835718,0.209064057818154,0.224649381245156,1
2014,SWE,0.671569476167532,0.328430523832468,0.482032694835718,0.158314250469271,0.170116273363197,1
2014,THA,0.703063332469519,0.296936667530481,0.482032694835718,0.143133182045255,0.153803485485226,1
2014,TUN,0.608547874554949,0.391452125445051,0.482032694835718,0.188692722927447,0.202759402517604,1
2014,TUR,0.777282393766851,0.222717606233149,0.482032694835718,0.107357167919925,0.115360438313224,1
2014,TWN,0.830224664162345,0.169775335837655,0.482032694835718,0.0818372626504637,0.087938073187191,1
2014,UKR,0.937363760519708,0.0626362394802918,0.482032694835718,0.0301927153110604,0.0324435241692314,1
2014,USA,0.507148231877411,0.492851768122589,0.482032694835718,0.23757066594268,0.255281102179909,1
2014,VNM,0.721654921515987,0.278345078484013,0.482032694835718,0.134171428275908,0.144173650208105,1
2014,ZAF,0.72645921458021,0.27354078541979,0.482032694835718,0.13185560194338,0.14168518347641,1
